system:index,Elevation,LST,Latitude,Longitude,NDBI,NDVI,Population,.geo
0,919,43.91917043000001,19.97083204545701,75.43869996952193,0.12720688094160254,0.16228598987219678,1.562392234802246,"{""type"":""Point"",""coordinates"":[75.43869996952193,19.97083204545701]}"
1,488,39.06045500000005,19.729092892092005,75.20954765744698,-0.2724226296077272,0.5707506995984913,1.3613667488098145,"{""type"":""Point"",""coordinates"":[75.20954765744698,19.729092892092005]}"
2,505,40.23112685000001,19.78877450947134,75.22563882297275,0.05587744279681823,0.09937106918238994,15.38677978515625,"{""type"":""Point"",""coordinates"":[75.22563882297275,19.78877450947134]}"
3,757,44.88476108000003,19.960296904040725,75.54458207146344,0.12140410958904109,0.19603729603729603,2.643491506576538,"{""type"":""Point"",""coordinates"":[75.54458207146344,19.960296904040725]}"
4,586,48.50273525,19.867708923969186,75.4860615511967,0.13315134971185927,0.1652622995379179,31.39720916748047,"{""type"":""Point"",""coordinates"":[75.4860615511967,19.867708923969186]}"
5,695,36.19273622000003,20.016180629155233,75.2392995525845,-0.12833955035789898,0.44543458607774766,4.481418132781982,"{""type"":""Point"",""coordinates"":[75.2392995525845,20.016180629155233]}"
6,648,46.89626585000002,19.935851915029403,75.30169362810862,0.057765614309451666,0.1400189214758751,5.117676734924316,"{""type"":""Point"",""coordinates"":[75.30169362810862,19.935851915029403]}"
7,555,38.221331090000035,19.902189101348313,75.19243391340507,-0.18711755233494365,0.4607661822985469,2.5144543647766113,"{""type"":""Point"",""coordinates"":[75.19243391340507,19.902189101348313]}"
8,558,39.99015644000002,19.929089164442512,75.15737614873473,0.03479165000399904,0.1838336276240926,1.8379874229431152,"{""type"":""Point"",""coordinates"":[75.15737614873473,19.929089164442512]}"
9,640,47.63455816999999,19.925992892647084,75.30843821969111,0.058597696504344314,0.23335539377895434,8.145834922790527,"{""type"":""Point"",""coordinates"":[75.30843821969111,19.925992892647084]}"
10,738,45.06591614000001,19.96864261370028,75.43129234556625,0.0774293059125964,0.29746926970354304,1.5904831886291504,"{""type"":""Point"",""coordinates"":[75.43129234556625,19.96864261370028]}"
11,691,44.96508455000003,19.970674848752115,75.31779021504595,0.05653843258300083,0.24165263053601507,2.979567527770996,"{""type"":""Point"",""coordinates"":[75.31779021504595,19.970674848752115]}"
12,760,46.19728076000001,20.00187038927201,75.41944236124132,0.14814814814814814,0.19504896626768226,2.5853822231292725,"{""type"":""Point"",""coordinates"":[75.41944236124132,20.00187038927201]}"
13,566,40.37297468000003,19.919570495129648,75.1917886532097,-0.1182102908277405,0.30807076311106457,1.4242150783538818,"{""type"":""Point"",""coordinates"":[75.1917886532097,19.919570495129648]}"
14,521,41.400089690000016,19.838048801358433,75.16681575632568,0.0628358825961141,0.17522032141005703,1.730002760887146,"{""type"":""Point"",""coordinates"":[75.16681575632568,19.838048801358433]}"
15,755,42.94332572000002,19.955189205196806,75.52606775635148,0.10116383169203223,0.22439024390243903,1.7865530252456665,"{""type"":""Point"",""coordinates"":[75.52606775635148,19.955189205196806]}"
16,569,43.98069479000003,19.85639420708703,75.45522627429375,-0.11951678383998415,0.49254125412541255,5.810156345367432,"{""type"":""Point"",""coordinates"":[75.45522627429375,19.85639420708703]}"
17,552,43.24582049000003,19.90786796875888,75.15504540704286,6.657789613848203E-4,0.2798067358249254,1.4548817873001099,"{""type"":""Point"",""coordinates"":[75.15504540704286,19.90786796875888]}"
18,721,43.91233439000001,20.029668686919916,75.23835031039033,0.026189854694161664,0.29717199814557255,6.567098140716553,"{""type"":""Point"",""coordinates"":[75.23835031039033,20.029668686919916]}"
